id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
2453,0,printmaster 17 platinum by encore software,encore software,39.99,corel intervideo windvd 8 platinum software for windows authoring software,,69.95
928,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe premiere elements 3 ( pc ),,99.99
1756,0,adobe creative suite cs3 web standard,adobe,999.0,adobe cs3 design standard upgrade windows,,413.99
4280,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 20100 punch ! home design complete product architectural 1 user complete productcomplete productstandard english pc,,36.97
63,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
4235,0,print shop 22 deluxe,encore,49.99,photoshow deluxe,,39.92
573,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows xp professional edition ( upgrade ),,199.99
6818,0,webroot spy sweeper antispyware 5.x,webroot software,29.95,webroot software inc 52310 spy sweeper with antivirus/child safe 1-pc win 2000 xp vista,,37.97
5196,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 flash professional,,724.99
253,0,instant immersion french deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion ingles audio deluxe,,17.55
3351,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft word 2004,,209.99
3540,0,crystal reports xi professional edition,business objects,495.0,i copydvds 2 professional edition,me-too-software,27.9
4309,0,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99
2584,0,instant immersion language lab deluxe edition,topics entertainment,,topics entertainment instant immersion german 2.0,,17.55
5685,0,aquazone bass edition,smith-micro-software,19.99,photostamps ( r ) business edition,,49.99
5508,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,bias deck 3.5 le digital audio recording software music production software,,69.95
5347,0,adobe creative suite cs3 production premium upgrade,adobe,799.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
4754,0,instant home cooking ( jewel case ),topics entertainment,9.99,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
5769,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe cs3 production premium upgrade,,822.99
1012,0,computrace lojack for laptops : 3 year subscription,absolute software,99.99,absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher,,44.97
833,0,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99,pc tools spyware doctor 2007,,29.99
230,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe pagemaker 7.0 for mac version upgrade,,79.99
5988,0,the printshop 20 professional publisher,broderbund,69.99,encore inc print shop 22 pro publisher deluxe,,85.07
4113,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,microsoft office accounting professional 2007 ( pc ),,229.95
223,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
4126,0,quicken legal business pro 2007,nolo press,79.99,quicken home and business 2007 ( pc ) intuit,,89.99
5276,0,instant immersion japanese 2.0,topics entertainment,19.99,topics entertainment instant immersion german 2.0,,17.55
4298,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard 1 user ( s ) complete product english pc - free shipping,,10015.97
4536,0,adobe flash pro cs3 [ mac ],adobe,699.0,premiere pro cs3 mac upgrade,,320.25
6027,0,instant immersion german deluxe 2.0,topics entertainment,39.99,topics entertainment instant play guitar deluxe v2 .0,,31.06
1842,0,3d home architect landscape v. 8 by encore software,encore software,39.99,encore software 10634 3d home architect home v. 8 by,,33.97
5732,0,instant immersion spanish deluxe 2.0,topics entertainment,49.99,instant immersion translator deluxe 2.0,,22.9
5698,0,instant immersion french deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,,47.36
4502,0,mcafee internet security suite 2007 3 users,mcafee,89.99,kaspersky ( r ) internet security 6.0,,76.99
583,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) project 2002,,329.99
4364,0,school zone flash action addition/subtraction ( windows/macintosh ),school zone,12.99,school zone interactive flash action phonics made easy,,8.8
5,0,quickbooks premier non-profit edition 2005,intuit inc.,499.95,quickbooks ( r ),,199.99
1102,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft ( r ) project standard 2007,,349.95
5694,0,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere pro cs3 academic,,339.99
5914,0,route 66 mobile 7 usa/cdn for windows mobile 5,csdc,149.0,pinnacle mobile media organizer software for windows ipod software,,39.95
4775,0,adobe after effects professional 7.0,adobe,999.0,orgchart professional 1.3,,39.95
2671,0,apple final cut express hd 3.5 ( mac ),apple computer,299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
2735,0,acad upgrade dragon naturallyspeaking pro solution 9.0 ( a289a-fd7-9 .0 ),nuance academic,399.54,nuance dragon naturallyspeaking v. 9.0 professional upgrade,,212.62
4640,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,premiere pro cs3 mac upgrade,,320.25
6241,0,emc retrospect 7.5 disk to disk windows,dantz,,retrospect 7.5 prof win upg only pz24a0075,emc,54.68
5843,0,microsoft onenote 2007,microsoft,99.95,microsoft visual basic . net standard 2003,,108.95
1943,0,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe indesign cs3 for mac academic,,192.99
5952,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,grass valley edius 4 pro video editing software professional editing software,,449.95
4636,0,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -,,125.97
2991,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft ( r ) office word 2004 for mac full version,,231.29
1907,0,adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99
2920,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft money 2007 premium ( pc ),,79.99
24,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) money 2004 standard,,29.99
3050,0,adventure workshop 4th-6th grade 7th edition,encore software,19.99,encore software 12411 encore adventure workshop preschool-1st grade 8th edition educational pc,,17.97
5197,0,adobe acrobat 7.0 professional,adobe,449.99,adobe after effects cs3 professional software for windows effects software,,998.95
4991,0,microspot interiors ( mac ),microspot ltd.,99.95,star wars empire at war ( mac intel ),,49.99
545,0,peachtree by sage complete accounting 2007,sage software,269.99,sage software peachtree pro accounting 2007 software for windows tax & finance software,,159.95
891,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,microsoft windows vista business 32-bit oem,,149.99
4571,0,home design architect series 3000 v10 .0,punch ! software,149.95,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
6692,0,kids power fun for kids,topics entertainment,19.99,sudoku for kids,,9.99
463,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business ( pc ),,299.99
4007,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion ingles audio deluxe,,17.55
824,0,instant immersion japanese deluxe 2.0,topics entertainment,39.99,topics entertainment instant immersion hawaiian audio,,12.05
1436,0,ae outlook 2007 win32,microsoft corp,,outlook 2007 edu microsoft 543-03865,,50.13
4546,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 design standard upgrade windows,,413.99
818,0,ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,e17886d symantec backup exec for netware servers san shared storage option v. 9.2 ),,654.28
6717,0,brain builder,core learning,19.95,spanish vocabulary builder,,6.95
5938,0,microsoft office small business 2007 full version,microsoft,449.95,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
2004,0,elementary school advantage 2007,encore software,29.99,encore software 12360 elementary advantage 2008 win 2000 xp vista,,34.97
5178,0,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,scansoft ( r ) paperport ( r ) 11,,99.99
6083,0,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,instant immersion italian audio ( audio book ),,19.95
3400,0,nova greeting card factory ( mac ),nova development,49.99,nova development corp humorous greeting card factory,,28.3
6295,0,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99,designing forms with microsoft office infopath 2007,,36.39
2187,0,the print shop 21 deluxe by broderbund,encore software,,encore inc print shop 22 deluxe,,42.69
3571,0,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,quickbooks ( r ),,103.99
4162,0,jeopardy! deluxe,encore,19.99,encore software 14111 jeopardy! deluxe,,17.97
5032,0,apple logic pro 7.2 upgrade,apple,299.0,onone software qx-tools pro 7 upgrade,,69.17
5828,0,instant immersion spanish 2.0,topics entertainment,29.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
1851,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
1171,0,ca internet security suite 2007 3 user,computer associates,69.95,quickbooks pro 2007 3 user,,409.52
6454,0,adobe soundbooth cs3 [ mac ],adobe,199.0,adobe soundbooth cs3 audio editing software windows music production software,,198.95
158,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
1131,0,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,oem internet security suite 2007 3-user single pack,,32.85
1408,0,sibelius 4 educational edition,sibelius-software-ltd .,329.0,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
3583,0,hallmark card studio 2005 deluxe,sierra home,49.99,hallmark card studio 2004,,29.97
1279,0,microsoft office small business 2007,microsoft software,735.33,nolo quicken legal business pro 2007,,67.94
5763,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
1840,0,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,resco explorer 2007 for pocketpc windows mobile software for pocket pc,,29.95
4484,0,cell phone software solution,susteen,113.1,freeverse software 005 solace,freeverse software,18.99
825,0,national geographic presents : redshift 5 planetarium software,topics entertainment,39.99,national geographic redshift planetarium,,17.9
5520,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,22774 vsi-fax v. 6 complete package 1 server cd linux,,1573.45
4888,0,world of warcraft,blizzard entertainment,19.99,72212 world of warcraft complete package 1 user pc cd win mac,,24.8
1652,0,adobe photoshop cs3 extended,adobe,999.0,adobe photoshop cs3 for mac upgrade,,189.99
5148,0,reel deal casino shuffle master edition,phantom efx,19.99,reel deal casino quest ( win 95 98 me 2000 xp ),,19.95
1315,0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
131,0,family tree maker version 16 essentials,encore,29.95,encore inc family tree maker 2008 platinum,,85.07
2308,0,microsoft office 2004 standard ( mac ),microsoft,399.99,individual software professor teaches microsoft office 2007,,29.99
6257,0,the print shop 22 sb cs by the print shop,encore software,,10731 the print shop 22 pro publisher deluxe complete package 1 user win,,84.13
4828,0,acrobat professional 8 ( windows ),adobe,273.0,microspot macdraft professional edition,,249.99
404,0,call of duty 2 dvd-rom ( mac ),aspyr media,49.99,fallout collection ( dvd-rom ),,24.49
5412,0,weekly reader mastering high school 2008,fogware publishing,29.99,fogware publishing weekly reader ls mastering elementary & middle school math,,16.93
2602,0,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe creative suite 3 web standard complete package academic cd mac,,369.0
2374,0,lego star wars ( dvd ) ( mac ),aspyr media,29.99,star wars empire at war ( mac intel ),,49.99
4427,0,symc backup exec sbs prm 11d win small business server,symantec,885.83,symantec backup exec system recovery server edition business pack v. 7.0 complete package + 1 year basic maintenance 1 user cd win multi,,548.77
2697,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft word 2007 upgrade ( pc ),,109.95
5036,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft windows xp professional edition ( upgrade ),,199.99
3618,0,microsoft windows xp professional full version with sp2,microsoft,299.99,avid xpress pro video editing software for mac and windows professional editing software,,1449.0
1146,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe photoshop cs3 for mac upgrade,,189.99
551,0,the guild 2 pirates of the seas,dreamcatcher interactive,29.99,imagination international corp pirates of the carribean,,21.26
4604,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,cd372-c = cisco ios ip complete package cd,,218.41
4431,0,middle school success deluxe 2008,topics entertainment,49.99,elementary school success deluxe 2006,,15.9
1563,0,neuratron photoscore professional 4,sibelius-software-ltd .,199.99,adobe acrobat professional 7,,350.0
2909,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista business 32-bit oem,,149.99
3407,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design standard upgrade windows,,413.99
5345,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion spanish deluxe 2.0 topics,,39.99
5281,0,netgear vpn01l vpn client software,netgear,89.99,software,,621.99
3301,0,adobe after effects cs3,adobe,999.0,adobe fireworks cs3,,309.99
6259,0,adobe fireworks cs3 [ mac ],adobe,299.0,adobe cs3 master collection,,2499.99
2844,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
806,0,aircraft power pack for ms flight simulator,red mile,29.99,9am-00014 microsoft flight simulator x deluxe edition complete package 1 user pc d,,42.79
4739,0,human body 360,megasystems,29.99,topics presents : human body,,15.9
3269,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,29180162 adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package,,138.28
4632,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,steinberg cubase studio 4 software competitive crossgrade music production software,,199.99
1670,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe acrobat v8 .0 professional for mac,,405.99
6517,0,crystal reports 11 reporting essentials trng cbt,business objects,199.99,business objects crystal reports xi,,459.99
3382,0,adobe premiere pro cs3,adobe,799.0,adobe photoshop cs3 for mac,,609.99
1268,0,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
2559,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 design premium,,1865.99
2356,0,onone plug-in suite 3 for adobe photoshop,onone software,399.95,onone software essentials for adobe photoshop elements version 2 full,,59.33
343,0,microsoft works suite 2006,microsoft,99.0,microsoft ( r ) excel 2007,,109.99
4209,0,instant home cooking ( jewel case ),topics entertainment,9.99,instant home design 3.0,,15.9
3902,0,resumemaker professional 12.0,individual software,29.99,diskeeper 2007 professional,,46.95
1766,0,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99,kaplan sat/act/psat express,,9.99
5906,0,microsoft mappoint 2006 standard edition,microsoft,299.0,microspot macdraft pe personal edition,,85.99
2289,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,r18-00144 microsoft windows server license & software assurance 1 cal open business,,41.58
4244,0,cluefinders 3rd grade,the learning company,,cluefinders 3rd grade adventures : mystery of mathra,,10.95
2540,0,instant immersion ingles audio deluxe,topics entertainment,,instant immers spanish dlux 2,,36.11
6152,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe cs3 design standard,,1243.99
1091,0,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,sony media software sound forge 9 digital audio production suite music production software,,299.95
483,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe cs3 design premium upgrade,,619.99
5830,0,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
2310,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe photoshop cs3 extended complete package 1 user academic cd windows,,279.0
6161,0,3d home architect home v. 8 by encore software,encore software,39.99,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
3474,0,ca internet security suite 2007 3 user,computer associates,69.95,ca iss2007lec10 ca internet sec ste 2007 w/warranty xl box ecommerce 10u 0757943317589,,153.86
2913,0,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,steinberg software cubase se 3.0 educational edition,,145.73
2155,0,adobe acrobat capture 3.0 22101258 ),adobe,299.99,adobe acrobat professional 7,,350.0
2676,0,windows xp pro nx7400 o/s,hewlett packard,,microsoft windows xp pro oem sp2 no open box returns,,149.99
3164,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94
6013,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft ( r ) windows vista ( tm ) home basic,,99.99
6000,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,sony creative software vegas43 ; dvd production suite v. 7.0 complete product,,262.82
856,0,history ( dvd ) ( pc & mac ),fogware publishing,,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),,9.59
2311,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion italian 2.0,topics entertainment,20.99
2544,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows server 2003 terminal server cals 20-pack ( per device ),,2429.99
11,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
3699,0,adobe photoshop elements 4.0 ( mac ),adobe,89.99,onone software essentials for adobe photoshop elements version 2 full,,59.33
2080,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion german audio,,12.05
4876,0,world of warcraft 60 day pre-paid time card,blizzard entertainment,29.99,vivendi blizzard world of warcraft,,24.99
1435,0,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,ma166z/a ilife '06 complete package 1 user dvd mac,,72.74
2509,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft word 2007 upgrade ( pc ),,109.95
2999,0,family tree maker version 16 collectors edition,encore software,,family tree maker 16 collectors edition,,99.99
4194,0,instant immersion 33 languages,topics entertainment,49.99,instant immers german dlux 2.0,,36.11
1274,0,quickbooks pro 2007 small business financial software,intuit,199.95,individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp,,33.97
1623,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 90500 home design studio mac,punch software,135.99
4077,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
5097,0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsoft windows xp home edition sp2 retail box,,199.99
1995,0,system care professional,avanquest,49.95,microspot macdraft professional edition,,249.99
4457,0,steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg cubase 4 software music production software,,799.99
1906,0,punch ! professional home design suite,punch ! software,69.99,resume maker professional 12,,17.95
3311,0,typing instructor deluxe ( jewel case ),individual software,9.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
4221,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 17100 punch ! super home suite,punch software,45.99
2560,0,onone plug-in suite 3 for adobe photoshop,onone software,399.95,onone software pps-30212 on1 plug-in suite v. 3.0 for adobe photoshop upgrade image collection/editing/archive pc mac intel-based mac,,274.97
25,0,onone software pxl smartscale windows and macintosh ),onone software,,onone software inc. mpr-40212,onone software inc.,66.27
435,0,bodyworks 6.0 25-user building site license,learning company,399.95,bodyworks 6.0 25-user building site license,,89.95
6299,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) excel 2007,,109.99
1977,0,procurve vpn client software unlimited client licenses,hewlett packard,,prosafe vpn client software single user netgear inc. vpn01l,,27.78
4468,0,macbackup,macware,29.99,macbackup,,29.99
1357,0,mavis beacon typing 17 deluxe by broderbund,encore software,39.99,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
408,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft ( r ) project standard 2007,,599.95
5822,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,system mechanic ( r ) 5 professional,,69.95
664,0,varmint hunter ( jewel case ),encore,9.99,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
2485,0,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),,41.97
6380,0,cubase se3 educational edition,steinberg,,microspot macdraft pe personal edition,,85.99
2893,0,civilization iv warlords ( mac ),aspyr media,29.99,aspyr media sid meiers civilization iv mac,,44.99
5396,0,zonealarm anti-spyware,zone labs,29.99,zonealarm antivirus 2007 ( pc ) zonelabs,,29.99
520,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe dreamweaver cs3 complete package 1 user academic cd mac,,189.0
5717,0,quickbooks premier professional services edition 2007,intuit,399.95,quickbooks ( r ) premier : contractor edition 2007,,399.99
1516,0,apple logic pro 7.2 upgrade,apple,299.0,adobe premiere pro cs3 upgrade,,308.99
4528,0,punch ! home design architectura series 18,punch ! software,129.99,punch software pro home design suite,,61.8
6851,0,printmaster platinum v 17.0,encore software,39.99,printmaster ( r ) platinum 16,,39.97
1017,0,cakewalk sonar 6 producer ed,cakewalk,799.0,cakewalk sonar 6 studio edition software music production software,,279.95
4943,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office 2004 std upgrade,,219.99
1978,0,cakewalk sonar 6 producer ed,cakewalk,799.0,cakewalk sonar home studio 6 software music production software,,99.0
6369,0,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,the printshop v22 deluxe,,29.9
5595,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft mappoint 2006 with gps locator ( pc ),,349.99
2014,0,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,sony acid music studio ( pc ),,69.99
4149,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac,,619.99
3927,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft ( r ) word 2007,,109.99
887,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft w87-02380 office sbe 2007 win32,,400.34
4033,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0
385,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office onenote 2007 complete package 1 pc cd win english,,78.99
679,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft b21-00806 ae mappoint 2006 cd,,50.39
4208,0,instant immersion hawaiian audio,topics entertainment,,instant immersion 33 languages,,47.36
2391,0,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,resume maker professional 12,,17.95
4306,0,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,norton internet security 2008 10 user,,199.99
4633,0,microsoft office small business 2007,microsoft software,735.33,microsoft ( r ) money 2007 premium,,69.99
5964,0,math success deluxe 2006,topics entertainment,49.99,britannica deluxe 2008,,26.5
127,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe after effects cs3 professional software for windows effects software,,998.95
426,0,mavis beacon teaches typing 17 standard,encore software,19.99,mavis beacon ( r ) teaches typing v. 17 deluxe,,37.99
3203,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft ( r ) windows vista ( tm ) business,,199.99
6044,0,quickbooks credit card processing kit 3.0,intuit,39.95,quickbooks pro 2007 3 user,,409.52
1848,0,phase one capture one le,phase one,,phase one capture one pro,,415.99
2806,0,zonealarm internet security suite,zone labs,49.99,panda internet security 2007 panda software,,49.99
5514,0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,adobe cs3 design premium upgrade,,619.99
1660,0,sound forge 9.0,sony media,399.96,sony creative software sfas9000 sound forge audio studio 9,,53.97
5062,0,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac,,50.97
6451,0,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft ( r ) picture it ! photo premium 9.0,,49.92
3354,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
5159,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft windows xp pro sp2 retail,,299.99
4451,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) office ultimate 2007,,539.95
3532,0,microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,,microsoft windows xp home edition sp2 retail box,,199.99
3093,0,printmaster gold v 17.0,encore software,19.99,printmaster gold v 17.0 ( win 98 me 2000 xp ),,19.95
4521,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,399.0,adobe cs3 flash professional upgrade,,205.99
3632,0,quickbooks premier non-profit edition 2005,intuit inc.,499.95,intuit quickbooks simple start edition 2007 software for windows tax & finance software,,83.95
1868,0,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,the printshop pro publisher v22 deluxe dvd-rom,,69.9
1507,0,3d home architect landscape v. 8 by encore software,encore software,39.99,punch software 85100 master landscape professional & home design v 10.0,,61.8
3544,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 design premium upgrade,,619.99
6192,0,mavis beacon teaches typing deluxe 16,broderbund,39.99,encore software 10076 mavis beacon typing 17 standardby broderbund,,17.97
3381,0,acrobat professional 8 ( windows ),adobe,273.0,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
3546,0,world of warcraft,blizzard entertainment,19.99,vivendi blizzard world of warcraft,,24.99
5606,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe photoshop cs3 extended for mac academic,,295.99
5970,0,quake 4 ( mac ),aspyr media,39.99,. mac ( mac ) apple,,99.99
954,0,adobe flash pro cs3 [ mac ],adobe,699.0,adobe indesign cs3 for mac upgrade,,205.99
5512,0,punch ! professional home design,punch ! software,89.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
4341,0,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,bablur1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,632.18
2344,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office 2004 for students and teachers ( mac ),,134.99
4540,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe flash cs3 ( v9 .0 ) pro win up from flash pro-basic adobe 38039489,,167.87
96,0,station access collection,sony-creative-software,29.99,ultimate puzzle collection,,9.95
1186,0,punch ! master landscape & home design,punch ! software,99.99,punch software pro home design suite,,61.8
893,0,adobe production studio premium,adobe,1699.0,adobe premiere pro cs3 video editing software for mac av production software,,798.95
1055,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ),hewlett packard,,83076 smarterm enterprise suite v. 12.1 upgrade license 1 user win,,146.42
3384,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 master collection,,2499.99
2131,0,punch 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
