id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4795,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,implementing a scalable xml publish/subscribe system using a relational database system,f tian,proceedings of the 2004 acm-sigmod,
14394,0,xl : a platform for web services,"d florescu , a grќnhagen , d kossmann , s rost",sigmod conference,2002,a management platform for commercial web services,jr hill,"bt technology journal ,",2004.0
6827,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,knowledge management,p loshin,"computerworld ,",
8017,0,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995,a query model for object-oriented databases,w krm,proceedings of the international conference on very large,
5822,0,querying a multilevel database : a logical analysis,f cuppens,vldb,1996,querying multidimensional databases,"l cabibbo , r torlone",,
13489,0,why decision support fails and how to fix it,"r kimball , k strehlo",sigmod record,1995,what is wrong with decision support and how to x it,r kimball,"sigmod record ,",
10946,0,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,shamkantnavathe . an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski",proceedings of the 21st international conference on very,
12184,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,a foundation for multi-dimensional databases,"m gyssens , lvs lakshmanan",,
16972,0,dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h pirahesh , b lindsay , h woo , l brown",sigmod conference,2002,mtcache : mid-tier database caching for sql server,"palj goldstein , h guo , j zhou",,
7659,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,stochastic query optimization in distributed databases,"pe drenick , ej smith","acm transactions on database systems ( tods ) ,",1993.0
5205,0,the mariposa distributed database management system,j sidell,sigmod record,1996,aurora : a data stream management system,"dj abadi , d carney , u cetintemel , m cherniack , c",,
13375,0,the structured information manager : a database system for sgml documents,r sacks-davis,vldb,1996,al. ( 1997 ) . lore : a database management system for semistructured data,"j mchugh , s abiteboul",sigmod,
14739,0,an overview of db2 parallel edition,"c baru , g fecteau , a goyal , h hsiao , a jhingran , s padmanabhan , w wilson",sigmod conference,1995,an overview of good,"j paredaens , j van den bussche , m andries , m gemis","acm sigmod record ,",1992.0
5332,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,concurrency control in database structures with relaxed balance,"o nurmi , e soisalon-soininen , d wood","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0
13953,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,query cachingand optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proceedingsof the acm sigmod conference ,",
8561,0,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions,"a hulgeri , s sudarshan",vldb,2003,applying parametric query optimization to non-parametric query metrics,vrls vadali,,2001.0
11806,0,load shedding in a data stream manager,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",vldb,2003,operator scheduling in a data stream manager,"d carney , u cetintemel , a rasin , s zdonik , m","vldb ,",2003.0
5776,0,implementing deductive databases by mixed integer programming,"c bell , a nerode , r ng , v subrahmanian",acm trans . database syst .,1996,coral : a deductive database programming language,"r ramakrishnan , d srivastava , s sudarshan","international conference on very large data bases . morgan & hellip ; ,",
11506,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",vldb,1996,optimization of nested sql queries revisited,"ra ganski , hkt wong","proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987.0
918,0,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,indexing multimedia databases,c faloutsos,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
9749,0,finding hierarchical heavy hitters in data streams,"g cormode , f korn , s muthukrishnan , d srivastava",vldb,2003,space complexity of hierarchical heavy hitters in multi-dimensional data streams,"j hershberger , n shrivastava , s suri , cd toth",,
12107,0,data modeling of time-based media,"s gibbs , c breiteneder , d tsichritzis",sigmod conference,1994,data modeling in delab,"ye ioannidis , m livny","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
12610,0,an efficient method for checking object-oriented database schema correctness,"a formica , h grіger , m missikoff",acm trans . database syst .,1998,an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , mb livny","proc . acm sigmod ,",
16280,0,describing semistructured data,l cardelli,sigmod record,2001,query rewriting for semistructured data,v vassalos,,1999.0
6450,0,dynamic maintenance of data distribution for selectivity estimation,"k whang , s kim , g wiederhold",vldb j.,1994,active data hiding for secure electronic media distribution,"h yu , a gelman , r fish","proceedings , acm",
10321,0,an introduction to spatial database systems,r gќting,vldb j.,1994,introduction to object-oriented databases,w kim,,
8849,0,guest editorial,,,2003,editorial,"d hopwood , me boon","the histochemical journal ,",1988.0
10134,0,coarse-grained optimization : techniques for rewriting sql statement sequences,"t kraft , h schwarz , r rantzau , b mitschang",vldb,2003,subquery rewriting for optimization of sql queries,"b cao , a badia",submitted for,
13543,0,"design , implementation , and performance of the lham log-structured history data access method","p muth , p o'neil , a pick , g weikum",vldb,1998,an implementation and performance analysis of spatial data access,d greene,"proc . acm sigmod ,",
13379,0,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama",vldb,1996,sonar : system for optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
13332,0,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , p gibbons , b karp , s seshan",vldb,2003,irisnet : internet-scale resource-intensive sensor services,"a deshpande , sk nath , pb gibbons , s seshan","sigmod conference ,",2003.0
3866,0,aurora : a new model and architecture for data stream management,"d abadi , d carney , u чetintemel , m cherniack , c convey , s lee , m stonebraker , n tatbul , s zdonik",vldb j.,2003,aurora : a data stream management system,"dj abadi , d carney , u cetintemel , m cherniack , c",,
4246,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,query optimization for codasyl database systems,"u dayal , n goodman",,
1336,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,naos-efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen","proceedings of the 20th international conference on very & hellip ; ,",1994.0
221,0,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","a hosking , j chen",vldb,1999,"review - pm3 : an orthogonal persistent systems programming language - design , implementation ,",rt snodgrass,"acm sigmod digital review ,",
7849,0,guest editor 's introduction,,,2002,guest editor 's introduction,f highland,"ieee expert : intelligent systems and their applications ,",1994.0
11493,0,integrating information for on demand computing,n mattos,vldb,2003,intelligent integration ofinformation,g wiederhold,& hellip ; the acm sigmod international conference on management of,
16089,0,qbi : query by icons,"a massari , s pavani , l saladini , p chrysanthis",sigmod conference,1995,qbi : query by icons .,"acms anthology , p edition",,
15799,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,an efficient domainindependent algorithm for detecting approximately duplicate database records,"am me971 , c elkan","proceedings of sigmod 1997 workshop on research issues on & hellip ; ,",
7804,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,r. agrawal mining quantitative association rules in large relational tables,r srikant,proc . 1996 . i c. \ \ i-sig . \ \ iod int . c &#39; on f. . \ \ lanagernent of,
3086,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,efficient algorithms for discovering association rules,"h mannila , h toivonen",,
4613,0,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin",acm trans . database syst .,1994,completeness of query languages for the entity-relationship model .,acms anthology,,
3059,0,a database platform for bioinformatics,s banerjee,vldb,2000,seqhound : biological sequence and structure database as a platform for bioinformatics research,t authors,,
3699,0,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,optimization with piecewise-affine cost functions,"g ferrari-trecate , p letizia , m spedicato","automat . contr . lab. , eth zurich , zurich , switzerland , tech . & hellip ; ,",
10056,0,online query processing,,,2001,continuously adaptive query processing,"r avnur , jmh eddies",,2000.0
705,0,probview : a flexible probabilistic database system,"l lakshmanan , n leone , r ross , v subrahmanian",acm trans . database syst .,1997,"temporal probabilistic databases , i : algebra","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",
14938,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,yangy . association rules over interval data,rj miller,,1997.0
14407,0,toward learning based web query processing,"y diao , h lu , s chen , z tian",vldb,2000,knowledge-based query processing,"m hammer , sb zdonik","vldb ,",
16825,0,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,query rewrite optimization rules in ibm db2 universal database,"ty leung , h pirahesh , p seshadri",,
2878,0,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994,implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",1985.0
4838,0,on effective multi-dimensional indexing for strings,"h jagadish , n koudas , d srivastava",sigmod conference,2000,a foundation for multi-dimensional db,"m gyssens , vs lakshmanan","proc . of the 23rd vldb ,",
2398,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,semantics and implications of schema evolution in object-oriented databases .,"j banerjee , w kim , h kim , h korth","proceedings of acm sigmod , san francisco ,",
14591,0,fibonacci : a programming language for object databases,"a albano , g ghelli , r orsini",vldb j.,1995,database hosting in strongly-typed programming languages,"m bever , pc lockemann","acm transactions on database systems ,",1985.0
16249,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k","proceedings of the international conference on very large & hellip ; ,",1998.0
7640,0,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,discover : keyword search in relational databases,"v hristidis , y papakonstantinou","vldb ,",2002.0
6906,0,editor 's notes,l liu,sigmod record,2002,editorâ ?? s notes,gr maughan,"new directions for higher education ,",2001.0
648,0,the naos system,"c collet , t coupaye",sigmod conference,1995,the network measurement system,"md abrams , iw cotton , sw watkins , r rosenthal , de",submitted for,
12026,0,fas - a freshness-sensitive coordination middleware for a cluster of olap components,"u rіhm , k bіhm , h schek , h schuldt",vldb,2002,for a cluster of olap components,", k bå?hm , hj schek , h schuldt , fasafsc middleware","vldb2002 ,",
13281,0,energy and rate based mac protocol for wireless sensor networks,"r kannan , r kalidindi , s iyengar , v kumar",sigmod record,2003,"eenergy-efficient communication protocol for information dissemination in wireless sensor networks ,","wr heinzelman , j kulik , h balakrishnan",proc . acm,
1272,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,"c. , dewitt , d. , & naughton , j. ( 1999 ) relational databases for querying xml documents : limitations","jt shanmugasundaram , k he , g zhang",proceedings of the 25th vldb conference . http://www . cs .,
5187,0,tribeca : a stream database manager for network traffic analysis,m sullivan,vldb,1996,a stream database for network applications,"c cranor , t johnson , o spataschek , vs gigascope",proceedings of the 2003 acm sigmod international conference,
6238,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,the cedar database management system,m brownâ ? ¦,"proc . 1981 acmsigmod conference on management of data , ann & hellip ; ,",
13403,0,theory of answering queries using views,a halevy,sigmod record,2000,an algorithm for answering queries efficiently using views,p mitra,,
7148,0,report on the 4th international conference on mobile data management,,,2003,"10th international conference on information and knowledge management , ( 2001 acm cikm )","k aberer , z despotovic",,2001.0
8026,0,highly concurrent cache consistency for indices in client-server database systems,"m zaharioudakis , m carey",sigmod conference,1997,"local disk caching for client-server database systems , '' 19th int","mj franklin , mj carey , m livny","conf . on very large data bases , dublin , ireland , august ,",
2257,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori","acm transactions on database systems ,",2003.0
10383,0,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999,on the computation of multidimensional aggregations,"s agarwal , r agrawal , pm deshpandeâ ? ¦","proc . of the 22nd vldb conference , india ,",
15754,0,"in reply to domains , relations and religious wars",h darwen,sigmod record,1996,"a response to r. camps ' article â ?? domains , relations and religious warsâ ??",cj date,"acm sigmod record ,",1996.0
12766,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,exact : an extensible approach to active object-oriented databases,"o dãaz , a jaime","the vldb journal the international journal on very large & hellip ; ,",1997.0
13349,0,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994,querying object-oriented databases,m kifer,,
3205,0,operator scheduling in a data stream manager,"d carney , u чetintemel , a rasin , s zdonik , m cherniack , m stonebraker",vldb,2003,preemptive rate-based operator scheduling in a data stream management system,"ma sharaf , pk chrysanthis , a labrinidis",,
8876,0,the drill down benchmark,"p boncz , t rќhl , f kwakkel",vldb,1998,the 007 benchmark,"mj carey , dj dewitt , jf naughton",proceedings of the 1993 acm sigmod international conference,
15248,0,database research at the university of illinois at urbana-champaign,"m winslett , k chang , a doan , j han , c zhai , y zhou",sigmod record,2002,database research at the university of oklahoma .,acms anthology,"sigmod record ,",1999.0
16794,0,distributing queries over low-power wireless sensor networks,"s madden , j hellerstein",sigmod conference,2002,efficient code distribution in wireless sensor networks,"n reijers , k langendoen","proceedings of the 2nd acm international conference on & hellip ; ,",2003.0
14639,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,concept-based querying in mediator systems,"ku sattler , i geist , e schallehn","the vldb journal the international journal on very large & hellip ; ,",2005.0
13313,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,introduction to vlsi systems,"c mead , l conway",,1979.0
6653,0,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,query by image and video content,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",
2638,0,guest editorial : databases and the web,,,2000,guest editor 's introduction : image databases,"ss iyengar , rl kashyap","ieee transactions on software engineering ,",1988.0
11357,0,reminiscences on influential papers,,,2003,reminiscences on influential papers,ka ross,sigmod,2002.0
2605,0,guest editorial : databases and the web,,,2000,guest editorial : introduction,"ld dierking , lmw martin","science education ,",
7443,0,extracting large-scale knowledge bases from the web,"r kumar , p raghavan , s rajagopalan , a tomkins",vldb,1999,extracting knowledge from the world wide web,"m henzinger , s lawrence","pnas ,",2004.0
16726,0,optimizing queries on files,"m consens , t milo",sigmod conference,1994,optimizing queries using materialized views,"j goldstein , pa larson",,2001.0
12067,0,"the glue-nail deductive database system : design , implementation , and evaluation","m derr , s morishita , g phipps",vldb j.,1994,design and implementation of the glue-nail database system,"mads morishita , g phippst",,
3346,0,query optimization for xml,"j mchugh , j widom",vldb,1999,query optimization for olap-xml federations,"d pedersen , k riis , tb pedersen",,
10780,0,lockx : a system for efficiently querying secure xml,"s cho , s amer-yahia , l lakshmanan , d srivastava",sigmod conference,2003,conquer : a system for efficient querying over inconsistent databases,"a fuxman , d fuxman , rj miller","proceedings of the 31st international conference on very & hellip ; ,",2005.0
169,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,sap r/3 : a database application system,"a kemper , d kossmann","sigmod record ,",1998.0
5275,0,query optimization in the presence of limited access patterns,"d florescu , a levy , i manolescu , d suciu",sigmod conference,1999,optimization in the presence of user-defined predicates,"s chaudhuri , k shim","proceedings of the 22nd international conference on very & hellip ; ,",
10237,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,implementation of magic-sets in a relational database system,"is mumick , h pirahesh","sigmod conference ,",1994.0
14736,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,a model of queries for object-oriented databases,kw kun,"proc of the 1989 vldb co @ , amsterdam , the netherlands , aug ,",
6176,0,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , j naughton , a shukla",sigmod conference,1998,optimization of multiple-relation multiple-disjunct queries,"m muralikrishna , dj dewitt","proceedings of the seventh acm sigact-sigmod-sigart & hellip ; ,",1988.0
16683,0,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",sigmod conference,2001,selectivity estimation of complex spatial queries,"n mamoulis , d papadias",,
11271,0,open object database management systems,,,1994,adding database management to ada,pav hall,"acm sigmod record ,",1983.0
2306,0,distributing queries over low-power wireless sensor networks,"s madden , j hellerstein",sigmod conference,2002,a framework for spatio-temporal query processing over wireless sensor networks,"a coman , ma nascimento , j sander",,
10995,0,using probabilistic information in data integration,"d florescu , d koller , a levy",vldb,1997,automation in information extraction and data integration,s sarawagi,"vldb ,",
12304,0,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,selectivity estimation for boolean queries,"z chen , s muthukrishnan",,
4927,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,event specification in an object-oriented database,"nh gehani , hv jagadish , o shmueli",proceedings international conference on management of,
6777,0,guest editorial,,,2002,guest editor 's introduction,sa goldman,"machine learning ,",1995.0
16835,0,a performance study of transitive closure algorithms,"s dar , r ramakrishnan",sigmod conference,1994,performance study of microsoft data-mining algorithms,"s soni , z tang",,
7192,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,deductive database languages : problems and solutions,m liu,"acm computing surveys ,",1999.0
15869,0,data management for pervasive computing,"m cherniack , m franklin , s zdonik",vldb,2001,spatial data management for computer aided design,"hp kriegel , a mueller , m poetke , t seidl",,
1226,0,a data model and data structures for moving objects databases,"l forlizzi , r gќting , e nardelli , m schneider",sigmod conference,2000,domino : databases for moving objects tracking,"owp sistla , bxjzs chamberlain",,
15289,0,open object database management systems,,,1994,transaction management in the r * distributed database management system,"c mohan , b lindsay , r obermarck","acm transactions on database systems ,",1986.0
8030,0,"world wide database - integrating the web , corba , and databases","a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani",sigmod conference,1999,integrating database and world wide web technologies,"h lu , l feng","world wide web ,",1998.0
5789,0,querying atsql databases with temporal logic,"j chomicki , d toman , m bіhlen",acm trans . database syst .,2001,temporal database,emk bibliography,"acm sigmod record ,",
8127,0,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama",vldb,1996,mining optimized association rules for numeric data,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the acm sigmod international conference on & hellip ; ,",
1900,0,guest editor 's introduction,,,2003,new computers for artificial intelligence processing - guest editor 's introduction,bw wah,"ieee computer ,",
10698,0,integrating sql databases with content-specific search engines,"s deпloch , n mattos",vldb,1997,integrating data mining with sql database : ole db fro data mining,"a netz , s chaudhuri , u fayyad , j bernhardt",microsoft,
9610,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,an algebra for semantic interoperation of semistructured data,"j jannink , p mitra , e neuhold , s pichai , r studer ,",,
3825,0,discovering web services : an overview,v draluk,vldb,2001,web opac interfaces : an overview,br babu,"electronic library ,",2000.0
2453,0,efficient mining of xml query patterns for caching,"l yang , m lee , w hsu",vldb,2003,efficiently mining long patterns from datasets,rj bayardo,"proc . acm sigmod , intâ ?? l conf . management of data ,",
11349,0,multi-dimensional database allocation for parallel data warehouses,"t stіhr , h mфrtens , e rahm",vldb,2000,a view selection tool for multidimensional databases,"hm jamil , ga modica",,
16586,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,semantics and implementation of schema evolution in object-oriented languages,"j banerjee , w kim , hj kim , hk forth",proceedings of the acm sigmod annual,
6634,0,guest editor 's introduction,,,1998,guest editorial,"z bankowski , a scott , f snyder","european law journal ,",1998.0
13667,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,the gemâ ?? stone data management system,"r bretl , d maier , a otis , j penney , b schuchardt ,","acm press frontier series ,",1989.0
11303,0,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003,querying object-oriented databases,m kifer,,
13215,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,integrating a structured-text retrieval system with an object-oriented database system,"tw yan , j annevelink","vldb ,",1994.0
17048,0,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995,queries and query processing in object-oriented database systems,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",1990.0
235,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,query processing in a distributed relational database system,"r epstein , m stonebraker , e wong","proceedings of the acm sigmod conference on management of & hellip ; ,",
14417,0,book review column,k aberer,sigmod record,2002,software and book review column,"g columnist , t nelson-graham",,
11886,0,an optimal and progressive algorithm for skyline queries,"d papadias , y tao , g fu , b seeger",sigmod conference,2003,an algorithm for servicing multi-relational queries,"kl schenk , jr pinkert",,
1061,0,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,on semantic query optimization in deductive databases,"lvs lakshmanan , r missaoui",,
4985,0,banks : browsing and keyword searching in relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",vldb,2002,nulls in relational databases : revisited,r kocharekar,"sigmod record ,",
11701,0,introduction to the career forum column,a labrinidis,sigmod record,2001,introduction to part ii,ai rudnicky,"acm press frontier series ,",1992.0
2766,0,editor 's notes,jennifer widom,sigmod record,1996,editor 's notes,sb merriam,"new directions for adult and continuing education ,",
7813,0,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",sigmod record,2002,research in database engineering at the university of namur,jl hainaut,"sigmod record ,",2003.0
5308,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,access path selection in a relational database management system,"pg selinger , mm astrahan , dd chamberlin","sigmod conference ,",1979.0
9064,0,database indexing for large dna and protein sequence collections,"e hunt , m atkinson , r irving",vldb j.,2002,the case for large collections,tt chang,"see ref ,",
4465,0,open object database management systems,,,1994,query processing in a relational database management system,"k youssefi , e wong","vldb ,",1979.0
1242,0,mixed mode xml query processing,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",vldb,2003,toward learning based web query processing,"y diao , h lu , s chen , z tian","vldb ,",2000.0
885,0,providing database migration tools - a practicioner 's approach,a meier,vldb,1995,database de-centralization-a practical approach,t didriksen,"proceedings of the international conference on very large & hellip ; ,",1995.0
13139,0,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,approximations for a multi-step processing of spatial joins,"t brinkhoff , hp kriegel",,
13459,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,performance evaluation and monitoring,h lucas jr,"acm computing surveys ( csur ) ,",1971.0
13875,0,guest editorial,,,2000,guest editorial,lp hunt,,
1157,0,editor 's notes,m franklin,sigmod record,1999,editorsâ ?? notes,"l yorks , e kasl","new directions for adult and continuing education ,",2002.0
891,0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,mining fuzzy quantitative association rules,w zhang,,
1847,0,answering queries using views : a survey,a halevy,vldb j.,2001,minicon : a scalable algorithm for answering queries using views,"r pottinger , a halevy","the vldb journal the international journal on very large & hellip ; ,",2001.0
659,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,maintaing data privacy in association rule mining,"sj rizvi , jr haritsa",proceedings of the 28th international conference on very,
7926,0,editor 's notes,j widom,sigmod record,1995,editor 's notes,"dj rog , d fournier","new directions for program evaluation ,",
6124,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,query processing strategies in the pascal/r relational database management system,"m jarke , jw schmidt","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
13394,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,anew sql-like operator formining association rules,"r meo , g psaila , s ceri",,
8325,0,qursed : querying and reporting semistructured data,"y papakonstantinou , m petropoulos , v vassalos",sigmod conference,2002,indexing semistructured data,"j mchugh , j widom , s abiteboul , q luo , a rajaraman",,
4998,0,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,,2002,and a. wolf . report from the nsf workshop on workflow and process automation in information systems,"a sheth , d georgakopoulos , s joosten","technical report , university of georgia , 1996 . available via url",
3935,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
12810,0,synthesis of extended transaction models using acta,"p chrysanthis , k ramamritham",acm trans . database syst .,1994,a practical approach to realizing extended transaction models,"r barga , c pu","proc . 21st conf . very large data bases ,",
4279,0,guest editorial,,,2003,guest editorial,rc holte,"machine learning ,",2001.0
8343,0,recovery protocols for shared memory database systems,"l molesky , k ramamritham",sigmod conference,1995,a theory of correct locking protocols for database systems,"ds fussell , zm kedem","vldb ,",1981.0
11762,0,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,on the computation of tc of relational operators,y ioannidis,"proc . of 12th vldb conf ,",
8080,0,management of multidimensional discrete data,p baumann,vldb j.,1994,sql and management of external data,"j melton , je michels , v josifovski , k kulkarni , p","acm sigmod record ,",2001.0
13603,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,sprint : a scalable parallel classifier for data mining,"r agrawal , m mehta , jc shafer",proc .,
14732,0,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999,research issues in spatial databases,"o gihtther , a buchmstnn","sigmod record ,",
2044,0,dyda : data warehouse maintenance in fully concurrent environments,"j chen , x zhang , s chen , a koeller , e rundensteiner",sigmod conference,2001,view maintenance in a warehouse environment,"y zhuge , h garcia-molina , jl wiener","acm sigmod int . conf . on management of data ,",
14188,0,hash joins and hash teams in microsoft sql server,"g graefe , r bunker , s cooper",vldb,1998,microsoft sql server 2000,k england,,2001.0
8964,0,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,banking information systems,"v shmerko , s yanushkevich",technical university of,
11823,0,editor 's notes,m franklin,sigmod record,1997,editor 's notes,r goldstein,"the american statistician ,",1996.0
12950,0,towards self-tuning data placement in parallel database systems,"m lee , m kitsuregawa , b ooi , k tan , a mondal",sigmod conference,2000,rethinking database system architecture : towards a self-tuning risc-style database system,"s chaudhuri , g weikum","vldb ,",2000.0
8226,0,indexing and querying xml data for regular path expressions,"q li , b moon",vldb,2001,xml indexing and compression : vist : a dynamic index method for querying xml data by tree structures,"h wang , s park , w fan , p yu",proceedings of acm sigmod,
15403,0,prospector : a content-based multimedia server for massively parallel architectures,"s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader",sigmod conference,1996,k-ary n-trees : high performance networks for massively parallel architectures,"f petrini , m vanneschi",,
