id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
8216,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,bitmap based algorithms for mining association rules,"g gardarin , p pucheral",,
8217,0,report on first international workshop on real-time database systems,,,1996,special issue on real-time database systems,m eich,"acm sigmod record ,",1988.0
8218,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,expressing and optimizing sequence queries in database systems,"r sadri , c zaniolo , a zarkesh , j adibi","acm transactions on database systems ,",2004.0
8220,0,"title , foreword",,,1994,foreword,m short,"bt technology journal ,",2001.0
8221,0,editor 's notes,jennifer widom,sigmod record,1996,editor 's notes,dw leslie,"new directions for higher education ,",
8222,0,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,mocha : a self-extensible database middleware system for distributed data sources,"m rodrä ± guez-martä ± nez , n roussopoulos","proceedings of the acm sigmod international conference on & hellip ; ,",2000.0
8224,0,the network is the database : data management for highly distributed systems,"j navas , m wynblatt",sigmod conference,2001,design criteria for distributed database systems,tl kunii,"vldb ,",1977.0
8229,1,on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin",acm trans . database syst .,1994,a. tuzhilin . on completeness of historical relational query languages,"j cliord , a croker","working paper stern is-91-41 , center for research on information",
8230,0,progressive evaluation of nested aggregate queries,"k tan , c goh , b ooi",vldb j.,2000,polap : a fast wavelet-based technique for progressive evaluation of olap queries,"rr schmidt , c shahabi",,
8231,0,the impress ddt : a database design toolbox based on a formal specification language,"j flokstra , m keulen , j skowronek",sigmod conference,1994,the database design language gem,c zaniola,acm sigmod international conference on management of,
8232,0,query optimization for xml,"j mchugh , j widom",vldb,1999,dynamic query optimization plans,"g graefe , k ward","proceedings of acm-sigmod international conference on & hellip ; ,",
8234,1,sql and management of external data,"j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein",sigmod record,2001,"krishna , kulkarni , peter schwarz , kathy zeidenstein , sql and management of external data","j melton , je michels , v josifovski","sigmod record , mar ,",
8236,0,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
8241,0,fast image retrieval using color-spatial information,"b ooi , k tan , t chua , w hsu",vldb j.,1998,fast signature-based color-spatial image retrieval,"ts chua , kl tan , bc ooi",,
8242,0,the tv-tree : an index structure for high-dimensional data,"k lin , h jagadish , c faloutsos",vldb j.,1994,"high-dimensional index structures , database support for next decade 's applications","s berchtold , da keim","sigmod record ,",1998.0
8244,0,reminiscences on influential papers,,,2001,reminiscences on influential papers .,acms anthology,sigmod,1998.0
8247,0,data analysis and mining in the life sciences,n huyn,sigmod record,2001,mathematics in medicine and the life sciences,"fc hoppensteadt , cs peskin",,1992.0
8248,0,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,decentralized incremental maintenance of multi-view data warehouses,"i stanoi , d agrawal , a el abbadi",,1999.0
8249,0,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,information agents for world wide web,"j davis , r week , c revett","bt technology journal ,",
8250,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,mining association rules between sets of items in large databases,"rat imielinski , a swami",,
8251,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",
8252,0,active views for electronic commerce,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo",vldb,1999,smart cards in electronic commerce,"nt trask , mv meyerstein","bt technology journal ,",1999.0
8254,1,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996,workshop report : the first international workshop on active and real-time database systems,"m berndtsson , j hansson","sigmod record ,",
8255,0,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995,dataflow parallel database systems,"n podhorszki , p kacsuk",,
8256,1,"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources","m roth , p schwarz",vldb,1997,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy sources","mt roth , p schwarz","proceedings of vldb conference ,",
8257,1,innovation in database management : computer science vs. engineering,k jacobs,vldb,1997,innovation in database management : computer science vs. engineering,kr jacobs,"proceedings of the international conference on very large & hellip ; ,",1997.0
8258,0,design and implementation of rmp - a virtual electronic market place,"s boll , w klas , b battaglin",sigmod record,1998,the design and implementation of cobase,"ww chu , ma merzbacher , l berkovich",,
8260,0,dynamic maintenance of data distribution for selectivity estimation,"k whang , s kim , g wiederhold",vldb j.,1994,using probabilistic models for selectivity estimation,"l getoor , b taskar , d koller",proceedings of acm sigmod international conference on,
8261,0,query optimization for xml,"j mchugh , j widom",vldb,1999,lazy query evaluation for active xml,"s abiteboul , o benjelloun , b cautis , i manolescu ,","proc . of acm sigmod ,",2004.0
8263,0,a language based multidatabase system,"e kќhn , t tschernko , k schwarz",sigmod conference,1994,a transportable natural language database update system,s salveter,"proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,",1984.0
8264,0,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j",proc . acm sigmod int &#39; l conf . management of,
8267,0,the coral deductive system,"r ramakrishnan , d srivastava , s sudarshan , p seshadri",vldb j.,1994,the aditi deductive database system,"j vaghanl , k ramamohanarao , db kemp , z somogyi , pj","the vldb journal the international journal on very large & hellip ; ,",1994.0
8269,0,comparing hybrid peer-to-peer systems,"b yang , h garcia-molina",vldb,2001,comparing dos and os/2 file systems,r duncan,"pc magazine ,",
8271,0,dbminer : interactive mining of multiple-level knowledge in relational databases,"j han , y fu , w wang , j chiang , o zaяane , k koperski",sigmod conference,1996,querying multiple features of groups in relational databases,"d chatziantoniou , ka ross","proceedings of the international conference on very large & hellip ; ,",1996.0
8272,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,0 . shmueli . event specification in an object-oriented database,"nh gehani , hv jagadish","proceedings , international conference on management of",
8273,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,a distributed algorithm for global query optimization in multidatabase systems .,acms anthology,,
8275,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,mining association rules between sets of items in large databases 1993 . 10p,"r agrawal , t imielinski , a swami","proceedings of the 1993 acm sigmod conference washington dc ,",
8276,0,data integration in the large : the challenge of reuse,"a rosenthal , l seligman",vldb,1994,information management directions : the integration challenge,"en fong , ah goldfine","acm sigmod record ,",1989.0
8277,0,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,managing ontology changes on the semantic web,"d rogozan , g paquette",,
8280,1,asserting beliefs in mls relational models,"n jukic , s vrbsky",sigmod record,1997,asserting beliefs in mls relational models,"na jukic , sv vrbsky","sigmod record ,",1997.0
8281,1,quickstore : a high performance mapped object store,"s white , d dewitt",vldb j.,1995,quickstore : a high performance mapped object store,"sj white , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1995.0
8282,0,the database research group at eth zurich,"m norrie , s blott , h schek , g weikum",sigmod record,1994,the microsoft database research group .,acms anthology,"sigmod record ,",1998.0
8283,0,exploiting early sorting and early partitioning for decisionsupport query processing,"j clauпen , a kemper , d kossmann , c wiesner",vldb j.,2000,on modeling and processing decision support queries,"d chatziantoniou , t johnson , s kim","submitted for publication , february ,",
8286,0,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions,"a hulgeri , s sudarshan","proceedings of the international conference on very large & hellip ; ,",2003.0
8287,0,update propagation protocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",sigmod conference,1999,an update propagation method based on the tree of replicas in partially replicated databases,km liewâ ? ¦,,
8288,1,disseminating updates on broadcast disks,"s acharya , m franklin , s zdonik",vldb,1996,disseminating updates on broadcast disks,"s acharya , mj franklin , s zdonik","proceedings of the international conference on very large & hellip ; ,",1996.0
8289,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,a survey of object oriented database systems,rw thearle,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
8290,0,business-to-business interactions : issues and enabling technologies,"b medjahed , b benatallah , a bouguettaya , a ngu , a elmagarmid",vldb j.,2003,contextual insight in search : enabling technologies and applications,a ã?hrn,"proceedings of the 31st international conference on very & hellip ; ,",2005.0
8291,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,the architecture of an active database management system,"u dayal , d mccarthy","acm sigmod conf ,",
8292,1,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,efficient data view maintenance warehouses,"d agrawal , a el abbadi , a singh , t yurek","proc . acm sigmod ,",
8293,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,multimedia database management systems,g lu,,1999.0
8294,1,adapting materialized views after redefinitions,"a gupta , i mumick , k ross",sigmod conference,1995,adapting materialized views after redefinitions,a gupta,"sigmod conference ,",1995.0
8295,0,storage and retrieval of xml data using relational databases,,,2001,incorporating computed relations in relational databases,"d maier , ds warren",,
8296,0,an evaluation of generic bulk loading techniques,"j bercken , b seeger",vldb,2001,a screening technique for evaluation of brushweed herbicides,rw naish,"proc . 28th nz weed and pest control conference ,",
8298,0,database research at nthu and itri,a chen,sigmod record,1994,data base research at berkeley,m stonebraker,"sigmod record ,",1990.0
8299,0,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998,efficient algorithms for discovering association rules,"h mannila , h toivonen",,
8307,0,the case for enhanced abstract data types,"p seshadri , m livny , r ramakrishnan",vldb,1997,enhanced abstract data types in object-relational databases,p seshadri,"the vldb journal the international journal on very large & hellip ; ,",1998.0
8308,0,promises and realities of active database systems,"e simon , a dittrich",vldb,1995,temporal conditions and integrity constraints in active database systems,"ap sistla , o wolfson","sigmod conference ,",1995.0
8311,0,guest editorial,,,2002,editorial,mt ã?zsu,"the vldb journal the international journal on very large & hellip ; ,",2005.0
8312,0,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"y tao , d papadias , j sun",vldb,2003,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"t yufei , d papadias",,2000.0
8314,0,report on the 8th international workshop on knowledge representation meets databases ( krdb ),,,2001,report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ),a borgida,"sigmod record ,",1998.0
8317,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,join index hierarchies for supporting efficient navigation in object-oriented databases,"z xie , j han","proc . int . conf . on very large data bases ( vldb ) ,",
8318,1,"world wide database - integrating the web , corba , and databases","a bouguettaya , b benatallah , l hendra , j beard , k smith , m ouzzani",sigmod conference,1999,world wide database å ? integrating the web,a bouguettayaâ ? ¦,"corba and databases ,",
8319,0,the incinerate data model,h jagadish,acm trans . database syst .,1995,the logical data model,"gm kuper , my vardi","acm transactions on database systems ,",1993.0
8323,0,domino : databases for moving objects tracking,"o wolfson , a sistla , b xu , j zhou , s chamberlain",sigmod conference,1999,a data model and data structures for moving objects databases,"l florizzi , rh gutting , e nardelli , m schneider","acm sigmod ,",
8327,1,finding intensional knowledge of distance-based outliers,"e knorr , r ng",vldb,1999,finding intensional knowledge of distance-based outliers,"em knorr , rt ng","vldb ,",1999.0
8328,0,supporting periodic authorizations and temporal reasoning in database access control,"e bertino , c bettini , e ferrari , p samarati",vldb,1996,p. an access control mechanism supporting periodicity constraints and temporal reasoning,"e bertino , c bettini , es ferrari",acm trans . on database,
8329,0,closest pair queries in spatial databases,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",sigmod conference,2000,evaluation of buffer queries in spatial databases,epf chan,,
8330,0,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001,relational databases for querying xml documents : limitations and opportunities,"j shanmugasundaram , k tufte","vldb ,",1999.0
8332,0,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,an annotated bibliography on active databases ( short version ),"u jaeger , jc freytag","sigmod-record ,",1995.0
8333,1,enhanced nearest neighbour search on the r-tree,"k cheung , a fu",sigmod record,1998,enhanced nearest neighbour search on the r-tree .,acms anthology,"sigmod record ,",1998.0
8334,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,a model of methods access authorization in object-oriented databases,"eb fernandez , mm larrondo-petrie , e gudes","proc . of the 19th vldb conference , dublin ,",
8335,0,spatial indexing of high-dimensional data based on relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb j.,2002,local dimensionality reduction : a new approach to indexing high dimensional databases,"k chakrabarti , s mehrotra",proc . 26th int . conf . very large,
8336,0,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,freenet . peer-to-peer : harnessing the power of disruptive technologies . a. oram,a langley,,2001.0
8339,0,highly concurrent cache consistency for indices in client-server database systems,"m zaharioudakis , m carey",sigmod conference,1997,'' system level concurrency control for database systems,"dj rosenkrantz , rd stearns , pm lewis","acm tods , v ,",
8341,0,declustering databases on heterogeneous disk systems,"l chen , d rotem , s seshadri",vldb,1995,query optimization in heterogeneous databases,"w du , r krishnamurthy , m shan","proc . vldb conference , vancouver ,",
8344,0,guest editorial,,,2000,editorial,"pd o'brien , pj kearney","bt technology journal ,",1999.0
8345,0,efficient filtering of xml documents with xpath expressions,"c chan , p felber , m garofalakis , r rastogi",vldb j.,2002,xfilter : efficient filtering of xml documents for selective dissemination of information,"m altinel , m franklin","proceedings of the 26th vldb conference , egypt",
8348,0,efficient ir-style keyword search over relational databases,"v hristidis , l gravano , y papakonstantinou",vldb,2003,indexing relational database content offline for efficient keyword-based search,"q su , j widom",,2003.0
8349,1,why i like working in academia,r snodgrass,sigmod record,2002,why i like working in academia,rt snodgrass,"sigmod record ,",2002.0
8350,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,discovery of multiple-level association rules from large databases,"j han , y fu",,1995.0
8354,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,mining large itemsets for association rules,"cc aggarwal , ps yu",,
8355,0,efficient construction of regression trees with range and region splitting,"y morimoto , h ishii , s morishita",vldb,1997,implementation and evaluation of decision trees with range and region splitting,"y morimoto , t fukuda , s morishita , t tokuyama","constraints ,",1997.0
8356,0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,efficient algorithms for discovering association rules,"h mannila , h toivonen",,
8357,0,materialized view selection for multidimensional datasets,"a shukla , p deshpande , j naughton",vldb,1998,materialized view selection in a multi-dimensional datacube,"e baralis , s paraboschi , e teniente",,1997.0
8359,0,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999,substring selectivity estimation,"hv jagadish , d srivastava","proc acm sigact sigmod sigart symp princ database syst ,",1999.0
8360,1,data replication for mobile computers,"y huang , a sistla , o wolfson",sigmod conference,1994,data replication for mobile computers,"y huang , p sistla , o wolfson","sigmod conference ,",1994.0
8361,0,picodbms : validation and experience,"n anciaux , c bobineau , l bouganim , p pucheral , p valduriez",vldb,2001,experience and education,j dewey,,
8364,0,optimal histograms with quality guarantees,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",vldb,1998,optimal histograms for hierarchical range queries,n koudas,,
8365,0,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb j.,2001,sequnce query processing,"p seshadri , m livny , r ramakrishnan","proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",
8366,1,supporting frequent updates in r-trees : a bottom-up approach,"m lee , w hsu , c jensen , b cui , k teo",vldb,2003,supporting frequent updates in r-trees : a bottom-up approach,"ml lee , w hsu , cs jensen , b cui , kl teo","vldb ,",2003.0
8367,0,e-services - guest editorial,,,2001,guest editorial,mp atkinson,"the vldb journal the international journal on very large & hellip ; ,",2000.0
8368,0,open object database management systems,,,1994,an object-oriented sgml/hytime compliant multimedia database management system,"mt oezsu , p iglinski , d szafron , s el-medani , m",,
8369,0,paradise : a database system for gis applications,p team,sigmod conference,1995,application specification for distributed data base systems,pg hebalkar,"vldb ,",1978.0
8370,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,properties on non-first-normal-form relational databases,"h arisawa , k moriya , t miura","proc . vldb ,",
8371,1,timber : a native xml database,"h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",vldb j.,2002,c. yu . ( 2002 ) . timber : a native xml database,"hv jagadish , s al-khalifa , a chapman , lvs",the vldb,
8374,1,answering xml queries on heterogeneous data sources,"i manolescu , d florescu , d kossmann",vldb,2001,"answering xml queries over heterogeneous data sources , w : proc . of the 27 thinternational conference","i manolescu , d florescu , d kossmann","roma , italy",
8376,0,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,advanced user interfaces for database systems,y ioanmdis,"acm sigmod record ,",
8378,0,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000,privacy-preserving data mining of association rules on horizontally partitioned data,"m kantarcioglu , c clifton",ieee transactions on knowledge and data,
8380,1,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003,complex queries over web repositories,"s raghavan , h garcia-molina","proceedings of the international conference on very large & hellip ; ,",2003.0
8381,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,querying object-orienteddatabases,"wk michaelkifer , y sagiv","proc . of acm sigmod ,",
8382,0,interaction of query evaluation and buffer management for information retrieval,"b jѓnsson , m franklin , d srivastava",sigmod conference,1998,data structures for an integrated data base management and information retrieval system,"hj schek , p pistor","vldb ,",1982.0
8384,0,secure transaction processing in firm real-time database systems,"b george , j haritsa",sigmod conference,1997,join processing in database systems with large main memories,ld shapiro,"acm transactions on database systems ( tods ) ,",1986.0
8385,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,an effective hash algorithm for mining association rules,"j park , m chen , p yu",proceedings of the 1995 acm sigmod international conference,
8387,0,db2 query parallelism : staging and implementation,y wang,vldb,1995,implementation and analysis of a parallel collection query language,d suciu,"proceedings of the international conference on very large & hellip ; ,",1996.0
8388,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,aurora : a data stream management system,"dj abadi , d carney , u cetintemel , m cherniack , c",,
8389,1,semint : a system prototype for semantic integration in heterogeneous databases,"w li , c clifton",sigmod conference,1995,semint : a system prototype for semantic integration in heterogeneous databases,"ws li , c clifton","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
8390,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995,updating relational databases through object-based views,"t barsalou , g wiederhold",,
8393,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002,an index structure for efficient reverse nearest neighbor queries,"c yang , ki lin",,
8394,0,t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz",sigmod record,1998,lvs â ?? a foundation for multi-dimensional databasesâ ??,ml gyssens,"proc . 22 ndvldb conference , india ,",
8395,0,data placement in shared-nothing parallel database systems,"m mehta , d dewitt",vldb j.,1997,shared-nothing paralel database systems,"m manish , d dewitt","vldb journal ,",
8396,0,java and relational databases : sqlj ( tutorial ),,,1998,"object-relational database systems ( tutorial ) : principles , products and challenges","mj carey , nm mattos , ak nori","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0
8397,1,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom",sigmod record,2003,performing joins without decompression in a compressed database system,", n winterbottom","sigmod record ,",2003.0
8398,0,open object database management systems,,,1994,database systems management and oracle8,cg doherty,"sigmod conference ,",1998.0
8400,0,the tv-tree : an index structure for high-dimensional data,"k lin , h jagadish , c faloutsos",vldb j.,1994,the x-tree : an index structure for highdimensional data . 22nd conf . on very large databases,"s berchtold , d keim , hp kriegel","bombay , india ,",
8402,0,a scalable architecture for autonomous heterogeneous database interactions,"s milliner , a bouguettaya , m papazoglou",vldb,1995,a scalable and highly available networked database architecture,"r bamford , r ahad , a pruscino","vldb ,",1999.0
8403,0,sampling large databases for association rules,h toivonen,vldb,1996,fast algorithms for mining association rules in databases,"r agrawal , r srikant","the 20th int &#39; l conf . on vldb , chile ,",
8405,0,composing web services on the semantic web,"b medjahed , a bouguettaya , a elmagarmid",vldb j.,2003,composing workflows of semantic web services,"m laukkanen , h helin",,
8407,1,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral",vldb,2002,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral","vldb ,",2002.0
8408,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,integrity maintenance in an object-oriented database,"hv jagadish , x qian","proceedings of the international conference on very large & hellip ; ,",1992.0
8411,0,from tree patterns to generalized tree patterns : on efficient evaluation of xquery,"z chen , h jagadish , l lakshmanan , s paparizos",vldb,2003,tree logical classes for efficient evaluation of xquery,"s paparizos , y wu , lvs lakshmanan , hv jagadish","proc . sigmod conf ,",2004.0
8413,0,fast algorithms for projected clustering,"c aggarwal , c procopiuc , j wolf , p yu , j park",sigmod conference,1999,algorithms for clustering data,"ak jain , rc dubes",,1988.0
8414,0,resource scheduling for composite multimedia objects,"m garofalakis , y ioannidis , b жzden",vldb,1998,avoiding retrival contention for composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi","proceedings of the 2ith vldb conference , zurich , swizerland ,",
8415,0,on the costs of multilingualism in database systems,"a kumaran , j haritsa",vldb,2003,integrity constraints in multidatabase systems,rhdkm wong,,
8416,0,information integration and xml in ibm 's db2,p selinger,vldb,2002,infomaster : an information integration system,"mr genesereth , am keller , om duschka",,
8417,0,infosphere project : system support for information flow applications,"c pu , k schwan , j walpole",sigmod record,2001,dbcache : a project on database caching support for web applications,c mohan,,
8418,0,a monte carlo algorithm for fast projective clustering,"c procopiuc , m jones , p agarwal , t murali",sigmod conference,2002,efficient algorithm for projected clustering,"enk ka , aw fu",,
8419,1,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy","sigmod record ,",1995.0
8421,0,reminiscences on influential papers,,,2002,reminiscences on influential papers,hgm stanlbrd,"sigmod record ,",1998.0
8423,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,watermarking relational databases cerias tr 2002-28,"r sion , m atallah , s prabhakar",,
8424,0,the bt-tree : a branched and temporal access method,"l jiang , b salzberg , d lomet , m garcэa",vldb,2000,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"t yufei , d papadias",,2000.0
8425,0,converting relational to object-oriented databases,j fong,sigmod record,1997,managing intervals efficiently in object-relational databases,"hp kriegel , m poetke , t seidl","vldb ,",2000.0
8432,1,an adaptive query execution system for data integration,"z ives , d florescu , m friedman , a levy , d weld",sigmod conference,1999,"d. florescu , m. friedmain , a. levy , ds weld , an adaptive query execution system for data integration",zg ives,proc . of the/999 acm,
8433,0,editor 's ( farewell ) notes,,,1995,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
8435,0,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,fast nearest neighbor search in medical image databases,"f korn , c faloutsos , e siegel , z protopapas","vldb ,",1996.0
8437,0,implementation and analysis of a parallel collection query language,d suciu,vldb,1996,implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",1985.0
8439,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,query processing in the objectstore database system,"ja orenstein , s haradhvala , b margulies , d",,
8440,0,repositories and object oriented databases,p bernstein,sigmod record,1998,insight into object-oriented databases,s khoshafian,"information and software technology ,",1990.0
8441,1,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,"others , schema and database evolution in the o 2 object database system","f ferrandina , t meyer , r zicari",proc . vldb ( sep. .,
8442,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,metu object-oriented dbms,"a dogac , c ozkan , b arpinar , t okay , c evrendilek",,
8443,0,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,scalable parallel data mining for association rules,"h eui-hong , g karypis","ieee transactions on knowledge and data engineering ,",
8444,1,adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994,"adaptive selectivity estimation using query feedback , university of maryland at college park ,","cm chen , n roussopoulos","md ,",
8445,1,on computing correlated aggregates over continual data streams,"j gehrke , f korn , d srivastava",sigmod conference,2001,on computing correlated aggregates over continual data streams databases,"j gehrke , f korn , d srivastava",proc . of the 2001 acm sigmod intl. conf . on management of,
8447,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,active database systems ( tutorial notes ),"kr dittrich , u dayal","& hellip ; seventeenth international conference on very large databases & hellip ; ,",
8448,0,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",sigmod record,1996,panel : real-time databases,k ramamritham,"proc . of the 17th intl. vldb conf. , barcelona , september ,",
8449,0,"object-oriented , rapid application development in a pc database environment",f team,sigmod conference,1995,very large databases in a commercial application environment,kh hess,"proceedings of the 22th international conference on very & hellip ; ,",1996.0
8451,0,timber : a native system for querying xml,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",sigmod conference,2003,timber : a native xml database,h jagdishâ ? ¦,acm,
8453,0,describing semistructured data,l cardelli,sigmod record,2001,distributed query evaluation on semistructured data,d suciu,"acm transactions on database systems ,",2002.0
8455,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,mining generalized association rules ( expanded version ),"r srikant , r agrawal","technical report rj9963 , ibm research division , almaden research",
8457,0,an introduction to spatial database systems,r gќting,vldb j.,1994,introduction to database integrity,tr cs,,
8458,1,indexing of now-relative spatio-bitemporal data,"s saltenis , c jensen",vldb j.,2002,indexing of now-relative spatio-bitemporal data,"s å altenis , cs jensen","the vldb journal the international journal on very large & hellip ; ,",2002.0
8459,0,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999,approximate computation of multidimensional aggregates in a data warehouse,"r pears , m mansfield","annual conference proceedings of the national advisory & hellip ; ,",
8460,0,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,iteration and abstract data types,jd eckart,"acm sigplan notices ,",1987.0
8461,0,editor 's notes,m franklin,sigmod record,2000,editor 's notes,rh silkman,"new directions for program evaluation ,",
8462,0,design principles for data-intensive web sites,"s ceri , p fraternali , s paraboschi",sigmod record,1999,caching strategies for data-intensive web sites,d florescu,,
8466,1,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,storing semistructured data with stored,"a deutsch , m fernandez , d suciu","sigmod conference ,",1999.0
